,code,decileMarch20,decileMarch24,scoreMarch20,scoreMarch24,score_change,score_change_code
4101,E01028930,1,1,16.207158,16.69478421,3.008708928,5
26417,E01024335,7,8,33.3512482,34.35485669,3.00920819,5
14240,E01004841,4,5,23.7497091,24.46480108,3.010950483,5
1645,E01010076,0,0,12.8268254,13.213246,3.01259734,5
18616,E01008269,5,6,26.7433737,27.54906822,3.012688418,5
3035,E01008103,0,1,14.9853588,15.43683924,3.012810323,5
28796,E01000348,8,8,36.317121,37.41160178,3.013677152,5
19671,E01016421,5,6,27.5122974,28.34159256,3.014270849,5
27613,E01000819,8,8,34.7070295,35.75337155,3.014784227,5
20010,E01001522,5,6,27.7470565,28.58376957,3.015502111,5
32031,E01010918,9,9,43.582244,44.89803217,3.019092304,5
31278,E01001132,9,9,41.2032508,42.44778817,3.020483458,5
3715,E01013834,1,1,15.7808344,16.25786292,3.022834574,5
28607,E01003295,8,8,36.0319211,37.12124055,3.02320668,5
10346,E01000639,3,3,21.1510221,21.79069945,3.024333025,5
12891,E01016139,3,4,22.853777,23.54506637,3.024836432,5
12234,E01033768,3,4,22.409833,23.08784636,3.025517238,5
8580,E01002169,2,3,19.9578391,20.56187348,3.02655202,5
14179,E01002906,4,5,23.7147458,24.43313305,3.029285047,5
8864,E01002612,2,3,20.1591093,20.76992535,3.029975408,5
13715,E01017265,4,4,23.414955,24.12453605,3.030460862,5
20243,E01034710,5,6,27.9152783,28.76125005,3.030497276,5
26625,E01004000,7,8,33.600876,34.61949565,3.031527065,5
11174,E01002202,3,4,21.7038279,22.3618354,3.031757844,5
25573,E01008264,7,8,32.4406306,33.42421777,3.031960713,5
26813,E01031122,7,8,33.7854815,34.81054076,3.034022939,5
19044,E01000495,5,6,27.0419189,27.8629672,3.036205769,5
33409,E01017801,9,9,53.3346455,54.95409761,3.036398001,5
20615,E01007104,6,6,28.1807069,29.03665888,3.037368749,5
16919,E01034594,5,5,25.5478741,26.32412319,3.03840972,5
15436,E01032694,4,5,24.5703383,25.3172021,3.039696837,5
7443,E01006644,2,3,19.1373302,19.71909247,3.039934323,5
23214,E01015274,6,7,30.2171471,31.13590165,3.040507257,5
29384,E01014985,8,8,37.2352555,38.36859195,3.043718747,5
28660,E01004503,8,8,36.1081163,37.20751597,3.044743895,5
21917,E01003132,6,7,29.1856407,30.07429855,3.044846116,5
28322,E01000586,8,8,35.6587556,36.74460878,3.045123601,5
17766,E01024396,5,6,26.1511891,26.94764178,3.045569641,5
23826,E01031276,7,7,30.7880735,31.72601679,3.046450068,5
10996,E01003699,3,4,21.5741601,22.23145675,3.046684757,5
17444,E01034593,5,5,25.9266754,26.71778225,3.051323935,5
7592,E01006323,2,3,19.2295508,19.81668054,3.053268079,5
21844,E01017383,6,7,29.1372484,30.02697905,3.053585017,5
15591,E01013379,4,5,24.6790189,25.43292575,3.054849338,5
23162,E01015275,6,7,30.1649805,31.08676103,3.055796858,5
27575,E01016191,8,8,34.666019,35.72568664,3.056790697,5
31379,E01025466,9,9,41.4750164,42.74319323,3.057688548,5
19631,E01033091,5,6,27.4878926,28.32842717,3.057835621,5
5398,E01000016,1,2,17.4346069,17.96789338,3.05878123,5
15466,E01019919,4,5,24.5960368,25.34872158,3.060187257,5
33354,E01018121,9,9,52.3792808,53.982428,3.06065141,5
15927,E01018353,4,5,24.9207993,25.68447114,3.064395453,5
9895,E01009909,2,3,20.8542596,21.4934686,3.065124423,5
25583,E01024382,7,8,32.448854,33.44347878,3.065207714,5
12892,E01028632,3,4,22.8538125,23.55500428,3.068161064,5
5729,E01029523,1,2,17.7403251,18.28486026,3.069476786,5
16590,E01032300,4,5,25.3516193,26.129982,3.070268189,5
15386,E01002831,4,5,24.5393517,25.29291131,3.070821165,5
20617,E01001356,6,6,28.1821938,29.0479618,3.072039069,5
25333,E01023639,7,8,32.2070985,33.19672727,3.072703906,5
3306,E01009482,0,1,15.3065472,15.77689528,3.072855512,5
7230,E01011316,2,2,18.9727975,19.55627823,3.07535424,5
15530,E01021984,4,5,24.6314011,25.38924638,3.07674449,5
21514,E01004443,6,7,28.88386,29.77278686,3.077590265,5
5972,E01013875,1,2,17.941436,18.49375689,3.078465352,5
23219,E01017114,6,7,30.2217749,31.15231109,3.079025609,5
19554,E01002833,5,6,27.4302475,28.27485841,3.079122444,5
13864,E01000621,4,4,23.5093859,24.23340745,3.079712741,5
19664,E01003829,5,6,27.508339,28.3560086,3.081500498,5
13560,E01023830,4,4,23.300464,24.01866176,3.082332438,5
9072,E01003406,2,3,20.3005041,20.92668683,3.084567405,5
21559,E01033778,6,7,28.9155708,29.80779924,3.085633165,5
25982,E01031279,7,8,32.8666657,33.88158606,3.087993071,5
15653,E01005926,4,5,24.7253213,25.48934787,3.090057196,5
5980,E01023810,1,2,17.9463753,18.50104594,3.090711223,5
27846,E01033746,8,8,34.988152,36.0697603,3.091355897,5
29368,E01026335,8,8,37.2054404,38.35604994,3.09258411,5
16561,E01029029,4,5,25.3248622,26.10810058,3.09276462,5
14856,E01031473,4,5,24.1833082,24.93244765,3.097754219,5
21394,E01034467,6,7,28.7925144,29.68546411,3.101325907,5
21854,E01032769,6,7,29.1441666,30.04872343,3.103732033,5
14416,E01012163,4,5,23.8788923,24.62030688,3.10489519,5
9596,E01004296,2,3,20.6530913,21.29466364,3.106422817,5
21321,E01004002,6,7,28.7362113,29.62899943,3.106840069,5
22279,E01011158,6,7,29.4466989,30.361755,3.107499767,5
4569,E01009211,1,1,16.6695762,17.18775627,3.108537747,5
32978,E01022127,9,9,48.3720404,49.87603389,3.109220702,5
2467,E01013615,0,1,14.2122374,14.65449547,3.111811748,5
9951,E01031070,2,3,20.8947066,21.54494749,3.111988606,5
30258,E01033325,8,9,38.8041755,40.01202281,3.11267355,5
18909,E01000974,5,6,26.9395249,27.77845445,3.114121549,5
15143,E01021339,4,5,24.37326,25.13229797,3.114224236,5
16003,E01032520,4,5,24.971441,25.74943013,3.115515564,5
33681,E01022537,9,9,65.3614218,67.39791523,3.11574224,5
27808,E01021781,8,8,34.9426202,36.03248467,3.119011874,5
31870,E01022469,9,9,43.0295368,44.37169341,3.119151878,5
22117,E01021454,6,7,29.3285062,30.24366856,3.120385164,5
32618,E01003130,9,9,46.1456663,47.58581352,3.120872098,5
29097,E01000346,8,8,36.76409,37.91259851,3.12399548,5
10744,E01027959,3,4,21.4250105,22.09454493,3.125013307,5
27753,E01005907,8,8,34.8652984,35.95544863,3.126748609,5
17863,E01023832,5,6,26.2167229,27.03705233,3.129031161,5
10143,E01008664,3,3,21.0156173,21.67357115,3.130785261,5
26356,E01029950,7,8,33.2658081,34.30736223,3.131005033,5
33097,E01023270,9,9,49.4070243,50.95495697,3.133021458,5
4310,E01024288,1,1,16.4255434,16.94049066,3.135039392,5
24804,E01002923,7,7,31.7200987,32.71454542,3.135068183,5
28841,E01022129,8,8,36.3786849,37.51945007,3.135806503,5
32017,E01003805,9,9,43.5287351,44.89421996,3.136973453,5
14592,E01017388,4,5,24.0075998,24.76073531,3.137071226,5
11490,E01032522,3,4,21.9113769,22.59888807,3.137690405,5
4473,E01024266,1,1,16.5733128,17.09336052,3.137862186,5
23631,E01003342,7,7,30.6116836,31.57273717,3.139499228,5
16490,E01002909,4,5,25.2784637,26.07224569,3.140151222,5
21758,E01013948,6,7,29.071555,29.98466541,3.140906679,5
6804,E01021917,2,2,18.6437762,19.23001431,3.144417205,5
19118,E01006223,5,6,27.1053702,27.9579445,3.145407341,5
5740,E01008572,1,2,17.7493066,18.30792792,3.147285309,5
17848,E01028307,5,6,26.2074201,27.03294873,3.14998054,5
13388,E01005982,3,4,23.1746179,23.90482469,3.150890331,5
23635,E01018356,7,7,30.6149174,31.57995842,3.152192153,5
4889,E01028119,1,2,16.9537071,17.48815652,3.152404442,5
12465,E01002099,3,4,22.5621426,23.27374382,3.153961194,5
27898,E01022426,8,8,35.0684111,36.1751152,3.155843285,5
33379,E01035597,9,9,52.8216306,54.49018248,3.158842058,5
33290,E01030677,9,9,51.5649886,53.19404491,3.159229453,5
26347,E01002031,7,8,33.2569308,34.30955806,3.165136502,5
24570,E01030588,7,7,31.5011828,32.49835128,3.165495354,5
25968,E01001169,7,8,32.8444479,33.88430095,3.165993399,5
30288,E01002894,8,9,38.8729409,40.10441824,3.167955162,5
24270,E01001567,7,7,31.1873825,32.17542337,3.168078855,5
2432,E01002625,0,1,14.1646135,14.61366931,3.170265211,5
10456,E01015397,3,3,21.2225174,21.89573004,3.172162013,5
32458,E01031486,9,9,45.3941639,46.83445975,3.172865693,5
27501,E01000359,8,8,34.5751265,35.67237571,3.173521906,5
16646,E01017154,4,5,25.3823291,26.18793802,3.173896746,5
7534,E01004291,2,3,19.1917678,19.80116089,3.175283766,5
16078,E01021933,4,5,25.0125394,25.8069202,3.17593021,5
12021,E01030880,3,4,22.2682491,22.97619459,3.179169974,5
27534,E01004594,8,8,34.6257505,35.72661742,3.179330141,5
1819,E01025521,0,0,13.1220419,13.53952047,3.181506162,5
17647,E01032845,5,6,26.067213,26.89667299,3.182004872,5
23583,E01017091,6,7,30.5642326,31.53746299,3.184213409,5
10128,E01000657,3,3,21.0032848,21.67215002,3.184574335,5
17090,E01015272,5,5,25.686668,26.50499736,3.185813596,5
4041,E01019390,1,1,16.1298499,16.64387658,3.186803858,5
21948,E01002670,6,7,29.2108128,30.1422139,3.188549058,5
27647,E01002732,8,8,34.7468445,35.85567966,3.191182334,5
10571,E01031162,3,4,21.3041335,21.98410385,3.191729668,5
18298,E01002882,5,6,26.5273832,27.37453657,3.193505232,5
20601,E01034322,6,6,28.1726939,29.07239154,3.19350944,5
26076,E01014061,7,8,32.9627147,34.01540717,3.193585471,5
18230,E01012223,5,6,26.4713778,27.31715888,3.195077671,5
3285,E01017902,0,1,15.287694,15.77662418,3.198194465,5
4168,E01024646,1,1,16.291161,16.81227709,3.198765823,5
24367,E01003204,7,7,31.2806861,32.2819188,3.200801584,5
16345,E01023908,4,5,25.1894482,25.99605587,3.20216492,5
10275,E01020352,3,3,21.110177,21.78631818,3.20291571,5
23765,E01022376,7,7,30.7326573,31.71786136,3.20572365,5
23749,E01033491,7,7,30.7220386,31.70739105,3.207314671,5
13679,E01018924,4,4,23.3942771,24.14542859,3.210834383,5
13336,E01029792,3,4,23.1404454,23.88346779,3.210925193,5
30090,E01003023,8,9,38.4961059,39.73355407,3.214476217,5
8722,E01015919,2,3,20.0604634,20.70625762,3.219238798,5
28891,E01019793,8,8,36.4537411,37.62781089,3.220711375,5
22113,E01000144,6,7,29.3263755,30.27108866,3.22137714,5
866,E01029020,0,0,10.8026067,11.15074602,3.22273435,5
13533,E01034590,4,4,23.2870574,24.03782698,3.223977879,5
6375,E01034996,1,2,18.2839826,18.87358555,3.224696529,5
16459,E01008206,4,5,25.2605735,26.07533461,3.225426002,5
10454,E01027958,3,3,21.2212618,21.90599662,3.226645183,5
23855,E01000450,7,7,30.8103167,31.80779074,3.237467665,5
19524,E01022041,5,6,27.4091926,28.29661496,3.23768149,5
19290,E01004367,5,6,27.2280128,28.10986795,3.238778957,5
22480,E01031003,6,7,29.611083,30.57121986,3.242491543,5
7948,E01031549,2,3,19.4928987,20.12504592,3.242961611,5
12548,E01002870,3,4,22.6230677,23.35680628,3.243320462,5
22700,E01025949,6,7,29.7854052,30.75165097,3.244024266,5
17326,E01030330,5,5,25.834612,26.67272102,3.244132425,5
12913,E01025683,3,4,22.868715,23.61134355,3.247355812,5
8803,E01008349,2,3,20.1144759,20.76770798,3.247571977,5
19594,E01022926,5,6,27.4567486,28.34962269,3.251929447,5
6420,E01034167,1,2,18.3235063,18.91945232,3.252357976,5
3928,E01029224,1,1,16.0055937,16.52631488,3.253369949,5
16978,E01002411,5,5,25.5900497,26.42261817,3.253485175,5
24866,E01000188,7,7,31.7821938,32.8165181,3.254414421,5
12028,E01006224,3,4,22.2738509,22.9990448,3.255808381,5
6748,E01000520,1,2,18.5942305,19.19980537,3.256789104,5
20312,E01029513,6,6,27.9682142,28.87918814,3.25717591,5
33172,E01017896,9,9,50.1138987,51.74647972,3.257740988,5
3954,E01015712,1,1,16.0364503,16.55890618,3.257927249,5
28351,E01004500,8,8,35.69195,36.85541025,3.259727345,5
7715,E01025656,2,3,19.319919,19.9497507,3.26001211,5
9662,E01011951,2,3,20.6994283,21.374473,3.261175571,5
18904,E01013930,5,6,26.9364784,27.81497493,3.261363709,5
11088,E01034388,3,4,21.645207,22.35161288,3.263567198,5
30191,E01003205,8,9,38.6674277,39.92957643,3.264113513,5
24382,E01008251,7,7,31.3027719,32.32458616,3.264293205,5
14950,E01018458,4,5,24.2455725,25.03759423,3.266665428,5
24472,E01006374,7,7,31.3998756,32.42590886,3.267634792,5
629,E01010275,0,0,9.8379998,10.15949476,3.267889514,5
27210,E01004640,8,8,34.2230537,35.34150152,3.268112282,5
15949,E01001634,4,5,24.9340485,25.7489325,3.268157582,5
20766,E01030661,6,6,28.2907853,29.21702713,3.274005378,5
17463,E01001408,5,6,25.9447433,26.79449017,3.275217871,5
16549,E01006381,4,5,25.3177042,26.14692949,3.275278371,5
32086,E01001885,9,9,43.7597432,45.19349147,3.276409235,5
31544,E01002849,9,9,41.9205217,43.29412484,3.276684279,5
32866,E01003804,9,9,47.5552499,49.11408855,3.277952805,5
32429,E01022118,9,9,45.2781749,46.76248379,3.278199479,5
28395,E01008105,8,8,35.7558234,36.92806442,3.278461812,5
29701,E01005964,8,9,37.7883419,39.02782779,3.280074821,5
19351,E01005839,5,6,27.2796276,28.17451501,3.280423864,5
12122,E01034387,3,4,22.3312861,23.06392485,3.280772735,5
438,E01010443,0,0,8.9551422,9.249133554,3.282933395,5
26535,E01008254,7,8,33.4910051,34.59066768,3.283456489,5
7710,E01035399,2,3,19.3171905,19.95167381,3.284552751,5
29195,E01030508,8,8,36.923298,38.13720828,3.287653988,5
11493,E01011032,3,4,21.9141996,22.63499216,3.289157573,5
11372,E01033922,3,4,21.8280212,22.54605352,3.289498008,5
14595,E01008209,4,5,24.0102828,24.80020785,3.289944803,5
27884,E01000938,8,8,35.0460535,36.1993314,3.290749702,5
19039,E01020474,5,6,27.0397895,27.92996263,3.292086005,5
22455,E01032173,6,7,29.5939094,30.56884505,3.294379375,5
1061,E01002603,0,0,11.4580035,11.835474,3.294382804,5
27603,E01013007,8,8,34.7007696,35.84437931,3.295632123,5
4851,E01000615,1,2,16.9220221,17.47974768,3.295856576,5
818,E01032888,0,0,10.6504702,11.0015032,3.295938959,5
5425,E01000040,1,2,17.4511208,18.02660864,3.297712748,5
14233,E01034545,4,5,23.748162,24.53185308,3.300007313,5
13190,E01016130,3,4,23.0404553,23.80083589,3.300197746,5
2883,E01015947,0,1,14.7879616,15.27605111,3.300586779,5
26789,E01026811,7,8,33.7640871,34.87893996,3.301889542,5
28587,E01024780,8,8,36.0101538,37.19953985,3.302918551,5
14496,E01001637,4,5,23.9337242,24.72478632,3.305219492,5
16415,E01024717,4,5,25.2374864,26.07175014,3.305653047,5
10366,E01004324,3,3,21.1635479,21.86334739,3.306626515,5
20149,E01005971,5,6,27.8500404,28.77155073,3.308829429,5
13016,E01001999,3,4,22.9451596,23.70443315,3.309079414,5
9150,E01004175,2,3,20.3485689,21.0222014,3.31046622,5
28547,E01013097,8,8,35.9556686,37.14674352,3.312620688,5
13131,E01016690,3,4,23.0139871,23.77655819,3.313511432,5
9100,E01006283,2,3,20.3216399,20.99508252,3.313918691,5
5888,E01011476,1,2,17.8818425,18.47508835,3.317587923,5
7104,E01017458,2,2,18.8767035,19.50307117,3.318204724,5
13116,E01008632,3,4,23.005216,23.76895375,3.31984602,5
29247,E01000768,8,8,36.996639,38.22522376,3.320801007,5
9076,E01033457,2,3,20.3030726,20.97742109,3.321411026,5
11780,E01020349,3,4,22.1081076,22.84247047,3.321690335,5
28444,E01023320,8,8,35.8106852,37.00135076,3.324889066,5
11484,E01006943,3,4,21.9047077,22.6330766,3.32517058,5
264,E01035127,0,0,7.6638521,7.91875271,3.326011597,5
31136,E01033906,9,9,40.8596626,42.21899779,3.326839,5
17190,E01025763,5,5,25.7570129,26.61473017,3.330033949,5
28405,E01014880,8,8,35.7706271,36.96188311,3.330263149,5
21495,E01027879,6,7,28.8695396,29.83128728,3.331357866,5
29895,E01007960,8,9,38.1460077,39.41702535,3.331980794,5
18743,E01004304,5,6,26.8298862,27.72404094,3.332681817,5
21625,E01015363,6,7,28.9610789,29.92652762,3.33360757,5
19250,E01006954,5,6,27.2038423,28.1107406,3.333714014,5
15728,E01032132,4,5,24.7836815,25.61005654,3.334351433,5
24432,E01003089,7,7,31.3566393,32.40280585,3.33634782,5
23244,E01025758,6,7,30.2465788,31.25592616,3.337062912,5
4386,E01004456,1,1,16.4982373,17.04880858,3.33715213,5
25543,E01024161,7,8,32.4168727,33.4988135,3.337585358,5
15791,E01013176,4,5,24.8172947,25.64568257,3.337945879,5
16481,E01018268,4,5,25.2735884,26.11757171,3.339388518,5
30952,E01007954,9,9,40.4156828,41.76556993,3.34000822,5
2025,E01013890,0,0,13.5209055,13.97257397,3.340519361,5
32684,E01017931,9,9,46.57395,48.12987652,3.340765636,5
16303,E01025020,4,5,25.1585998,25.99923101,3.341327504,5
29468,E01007928,8,8,37.3956649,38.64532597,3.3417271,5
10465,E01000656,3,3,21.2292288,21.93865995,3.341765999,5
19872,E01009439,5,6,27.6647602,28.58938178,3.342236037,5
23721,E01000330,7,7,30.6913667,31.71731776,3.342800177,5
2070,E01007347,0,0,13.5909861,14.04540928,3.343562975,5
31172,E01021547,9,9,40.9560783,42.32616573,3.345260311,5
17579,E01021837,5,6,26.0221571,26.89277649,3.345684943,5
11994,E01009731,3,4,22.2515936,22.99608819,3.345803446,5
10132,E01028705,3,3,21.0065848,21.70951761,3.346249819,5
28846,E01026305,8,8,36.38502,37.60365157,3.349267293,5
22594,E01025725,6,7,29.6955836,30.69153021,3.353854294,5
29571,E01007931,8,9,37.5686531,38.82865281,3.353859155,5
8680,E01016075,2,3,20.0312995,20.70347401,3.355621074,5
33107,E01035566,9,9,49.5012196,51.16262862,3.356299161,5
30037,E01004783,8,9,38.3939084,39.68280189,3.357026007,5
27201,E01031714,8,8,34.2150966,35.36383378,3.357398621,5
27106,E01014065,8,8,34.0982781,35.24330224,3.358011606,5
13582,E01026449,4,4,23.3165893,24.09971663,3.358670175,5
21889,E01023191,6,7,29.171081,30.1512507,3.3600733,5
30074,E01033324,8,9,38.4562461,39.74874247,3.360953036,5
19269,E01025686,5,6,27.2161247,28.1309131,3.361200079,5
14210,E01035297,4,5,23.7355089,24.53403449,3.364265733,5
6391,E01026922,1,2,18.2999869,18.91568696,3.364483589,5
32154,E01035384,9,9,44.0490008,45.53206598,3.366853159,5
14916,E01013325,4,5,24.2174405,25.03281432,3.366886856,5
27147,E01016977,8,8,34.1491639,35.29913218,3.367485912,5
1854,E01035672,0,0,13.2002066,13.6449203,3.368990486,5
9489,E01013194,2,3,20.5754293,21.2687861,3.369829081,5
22632,E01025825,6,7,29.731027,30.73317017,3.37069813,5
22546,E01002925,6,7,29.6644686,30.66476463,3.372034217,5
24918,E01032559,7,7,31.836735,32.91069503,3.373335955,5
1847,E01000602,0,0,13.181456,13.62613232,3.373499225,5
26404,E01028410,7,8,33.3300286,34.45488294,3.374897618,5
28244,E01031716,8,8,35.5586596,36.75897232,3.375584834,5
2967,E01013667,0,1,14.8871523,15.3896896,3.37564425,5
17014,E01007109,5,5,25.6173107,26.48239761,3.376962253,5
29036,E01000650,8,8,36.6659912,37.90473608,3.37845736,5
25207,E01002990,7,8,32.1053898,33.19005677,3.378457556,5
20124,E01001568,5,6,27.8344326,28.77499593,3.379136001,5
14831,E01034007,4,5,24.172435,24.98936063,3.379575265,5
8048,E01006673,2,3,19.5645714,20.22595723,3.380528085,5
24881,E01031351,7,7,31.7976725,32.87265081,3.380682377,5
11879,E01024259,3,4,22.1766465,22.92650461,3.381296242,5
25773,E01035610,7,8,32.6455602,33.7494966,3.381582029,5
5132,E01004271,1,2,17.1736282,17.75482375,3.384232756,5
10879,E01002001,3,4,21.4998638,22.22762341,3.384949883,5
14785,E01029475,4,5,24.1357764,24.95307911,3.386270627,5
24878,E01031643,7,7,31.7965332,32.87333072,3.38652493,5
20762,E01033791,6,6,28.2883192,29.2468187,3.388322543,5
24842,E01001888,7,7,31.7608135,32.8371548,3.38889714,5
22614,E01024994,6,7,29.7200873,30.72754165,3.38980953,5
11898,E01028744,3,4,22.1866954,22.93880216,3.389899894,5
4561,E01031330,1,1,16.6639113,17.22903652,3.39131196,5
16764,E01034812,4,5,25.4635805,26.32758589,3.393102502,5
33196,E01025828,9,9,50.3663531,52.07601178,3.394446049,5
21088,E01000551,6,6,28.5381962,29.50706757,3.394998635,5
19341,E01022933,5,6,27.2710747,28.19701832,3.395332336,5
28814,E01031787,8,8,36.3499056,37.58417578,3.395525126,5
3550,E01008571,1,1,15.5947152,16.12440895,3.396623412,5
14587,E01012165,4,5,24.0050883,24.82050959,3.396868524,5
16179,E01008211,4,5,25.0804162,25.93243292,3.397139496,5
15574,E01020361,4,5,24.6652284,25.50398821,3.400575883,5
29643,E01004631,8,9,37.6899253,38.97185382,3.401249819,5
13000,E01029916,3,4,22.9380477,23.71845327,3.402231886,5
11938,E01000206,3,4,22.2169302,22.97296823,3.402981524,5
21942,E01011156,6,7,29.2044555,30.19863965,3.404220805,5
16742,E01006993,4,5,25.4471107,26.31405475,3.40684671,5
11408,E01023507,3,4,21.8531897,22.59775828,3.407139135,5
18981,E01022764,5,6,26.9905276,27.91057363,3.408773771,5
4922,E01024261,1,2,16.9802218,17.55957263,3.411915548,5
4141,E01035252,1,1,16.2528537,16.80843585,3.418366753,5
16889,E01006939,5,5,25.5337011,26.4065463,3.418404534,5
30412,E01003454,9,9,39.1817753,40.52159355,3.419493479,5
96,E01019187,0,0,4.9997059,5.170762233,3.421327909,5
5944,E01000018,1,2,17.9272677,18.54073922,3.42200233,5
18241,E01014967,5,6,26.478356,27.38500011,3.424095163,5
24304,E01004099,7,7,31.2294238,32.2993698,3.426083055,5
2362,E01025815,0,1,14.056168,14.53790294,3.427213901,5
27813,E01031275,8,8,34.9472808,36.14565941,3.429104006,5
28494,E01034182,8,8,35.8770274,37.10789512,3.430796263,5
32833,E01010919,9,9,47.290255,48.91272163,3.430868856,5
686,E01032543,0,0,10.1481891,10.49645274,3.431781167,5
31017,E01008107,9,9,40.5340947,41.92530326,3.432193486,5
26190,E01025168,7,8,33.068417,34.20430091,3.434950966,5
4566,E01013877,1,1,16.667369,17.23997554,3.435494485,5
13903,E01033736,4,5,23.5389223,24.34770643,3.435943748,5
21214,E01009457,6,7,28.6540856,29.6387648,3.436435615,5
26283,E01008265,7,8,33.1788441,34.31907016,3.436605749,5
12315,E01016839,3,4,22.4649148,23.23696736,3.436703707,5
29655,E01004504,8,9,37.7027646,39.00006401,3.440860168,5
24197,E01000970,7,7,31.113023,32.18419847,3.44285243,5
14613,E01015916,4,5,24.0174114,24.84463864,3.444281431,5
23451,E01004720,6,7,30.4347258,31.48304009,3.44446766,5
8583,E01035285,2,3,19.9594521,20.64780788,3.448770904,5
32440,E01023266,9,9,45.3258006,46.88916765,3.449176906,5
21776,E01006265,6,7,29.0898775,30.09353985,3.450211671,5
27028,E01002862,8,8,34.0180474,35.19206625,3.451164715,5
24181,E01004309,7,7,31.0995556,32.17318065,3.452219905,5
16307,E01006034,4,5,25.1599857,26.02862416,3.452460071,5
20302,E01031366,6,6,27.9639246,28.92950208,3.452939776,5
3784,E01025682,1,1,15.8533965,16.40104256,3.454439955,5
13589,E01011718,4,4,23.3214296,24.12729164,3.455457283,5
9444,E01021705,2,3,20.5442594,21.25466289,3.457917249,5
28907,E01008042,8,8,36.469018,37.7303338,3.458595469,5
16126,E01027097,4,5,25.0396592,25.90595046,3.459676738,5
2689,E01013700,0,1,14.544153,15.04739482,3.460097146,5
8013,E01032570,2,3,19.5440536,20.22073496,3.462338856,5
11264,E01000585,3,4,21.7597494,22.51323687,3.462758047,5
26286,E01008163,7,8,33.1834252,34.33290736,3.46402506,5
30848,E01021566,9,9,40.186824,41.57966427,3.465912793,5
11626,E01006285,3,4,22.0123635,22.77539028,3.466355547,5
10835,E01008348,3,4,21.4768952,22.22137171,3.466406589,5
24202,E01000339,7,7,31.1182834,32.1971186,3.466885328,5
29147,E01033081,8,8,36.8644465,38.14332699,3.469143346,5
32076,E01023726,9,9,43.7315147,45.24893656,3.469858905,5
29196,E01006023,8,8,36.9252784,38.20689124,3.470827837,5
2789,E01020996,0,1,14.6808938,15.19082602,3.473441232,5
15762,E01024775,4,5,24.8001163,25.66194662,3.47510598,5
23535,E01008255,6,7,30.5230694,31.58398145,3.475771176,5
16364,E01032731,4,5,25.2006204,26.07679151,3.47678387,5
26791,E01003871,7,8,33.7664033,34.9407049,3.477721907,5
24315,E01031124,7,7,31.2382156,32.32468369,3.478009454,5
9867,E01035497,2,3,20.8331612,21.55860458,3.482157012,5
31236,E01014991,9,9,41.0891239,42.5201912,3.482837207,5
28520,E01019781,8,8,35.9171026,37.16807673,3.48294835,5
2126,E01032662,0,1,13.6785294,14.1551196,3.484221079,5
32373,E01023616,9,9,44.9902884,46.55814872,3.484886133,5
22660,E01005837,6,7,29.7580775,30.79572196,3.486933794,5
3080,E01021018,0,1,15.0258481,15.55050129,3.491671073,5
26847,E01033488,7,8,33.8215801,35.00388881,3.495722858,5
24638,E01034279,7,7,31.5636824,32.66819138,3.499303308,5
400,E01010312,0,0,8.7259526,9.031495912,3.501546778,5
2359,E01008567,0,1,14.0508817,14.54335565,3.504932748,5
12108,E01016133,3,4,22.3244527,23.10727498,3.506568719,5
25983,E01030464,7,8,32.8688342,34.0214534,3.506723717,5
16473,E01008197,4,5,25.2711226,26.15743057,3.507196671,5
12115,E01018287,3,4,22.3281057,23.11119716,3.507200599,5
30709,E01004307,9,9,39.85272,41.25047931,3.507312192,5
24677,E01029189,7,7,31.5885748,32.69653215,3.507462285,5
25198,E01001167,7,8,32.093643,33.21954066,3.508164109,5
30582,E01002987,9,9,39.6071988,40.99690002,3.508708686,5
5774,E01031412,1,2,17.778601,18.40254494,3.509522144,5
4997,E01028626,1,2,17.0506047,17.64935264,3.51159357,5
9079,E01024601,2,3,20.3044837,21.01756191,3.511924834,5
13462,E01008350,3,4,23.2333524,24.0497516,3.513910464,5
14559,E01018035,4,5,23.978647,24.8214368,3.514751268,5
26018,E01001676,7,8,32.9048578,34.06178734,3.515983999,5
12360,E01029037,3,4,22.4916756,23.28248347,3.516002459,5
12120,E01017270,3,4,22.330297,23.11568593,3.517145043,5
20584,E01013931,6,6,28.1595997,29.15056439,3.51910078,5
17495,E01022924,5,6,25.9692387,26.8834139,3.52022332,5
2564,E01015749,0,1,14.3633095,14.86904046,3.520991901,5
1547,E01025360,0,0,12.6286498,13.07340084,3.521762425,5
23346,E01001468,6,7,30.326679,31.39489633,3.522368298,5
27604,E01001638,8,8,34.700867,35.92325373,3.522640306,5
9904,E01000395,2,3,20.8590719,21.59394716,3.52304867,5
13385,E01000878,3,4,23.1720765,23.98849675,3.523293439,5
13381,E01033553,3,4,23.1704854,23.9871943,3.524781132,5
17491,E01031123,5,6,25.96532,26.88062324,3.525099017,5
5529,E01011469,1,2,17.5525177,18.17131734,3.52541814,5
20853,E01013814,6,6,28.3594482,29.3595234,3.526426868,5
10801,E01021881,3,4,21.4571918,22.21435852,3.528731654,5
18282,E01004121,5,6,26.5116355,27.44743955,3.52978621,5
33548,E01031225,9,9,57.3559694,59.38061381,3.529962855,5
5385,E01009480,1,2,17.4282952,18.04359885,3.530486739,5
26390,E01031374,7,8,33.3115744,34.48927206,3.535400784,5
1686,E01016520,0,0,12.8977458,13.3537752,3.535729505,5
